Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
5876,41671,12/3/2012,Critical,49,638.91,0.02,Regular Air,77.48,12.98,3.14,Bart Watters,British Columbia,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme® 8"" Straight Scissors",Small Pack,0.6,12/5/2012
5915,41927,7/13/2012,Not Specified,46,2332.23,0.02,Express Air,1085.93,48.04,7.23,Matt Abelman,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1885,Small Box,0.37,7/16/2012
5919,41988,2/4/2009,Low,33,4610.35,0.08,Delivery Truck,751.58,145.45,17.85,Matt Abelman,British Columbia,West,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,2/4/2009
5920,41988,2/4/2009,Low,18,610.07,0.07,Delivery Truck,-157.56,33.94,19.19,Matt Abelman,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,2/8/2009
5921,41988,2/4/2009,Low,14,181.49,0.1,Regular Air,-29.54,13.43,5.5,Matt Abelman,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,2/8/2009
6026,42692,12/20/2011,Medium,41,248.86,0.08,Regular Air,-168.67,5.98,7.5,Scott Williamson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1920,Small Box,0.4,12/22/2011
6027,42692,12/20/2011,Medium,42,278.01,0.03,Regular Air,-202.31,6.48,8.73,Scott Williamson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,12/21/2011
6216,44007,5/30/2011,Medium,50,281.81,0.07,Regular Air,42.45,5.98,0.96,Nathan Cano,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,5/30/2011
6279,44450,10/9/2010,Critical,14,243.23,0.07,Regular Air,35.33,17.48,1.99,Sean Wendt,British Columbia,West,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,10/10/2010
6280,44450,10/9/2010,Critical,24,1326.51,0.03,Regular Air,58.17,65.99,8.99,Sean Wendt,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,10/9/2010
6302,44610,3/10/2011,High,31,127.9,0.07,Regular Air,54.21,4.13,0.5,Hunter Lopez,British Columbia,West,Consumer,Office Supplies,Labels,Avery 506,Small Box,0.39,3/10/2011
6350,44999,1/22/2010,Medium,17,110.74,0.09,Regular Air,-70.31,6.48,7.49,Mike Kennedy,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 220,Small Box,0.37,1/23/2010
4439,31619,9/17/2009,Low,9,383.23,0.01,Regular Air,146.51,39.98,9.2,Pete Kriz,British Columbia,West,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,9/19/2009
4450,31715,1/9/2009,Not Specified,11,68.5,0.01,Regular Air,-53.85,5.38,7.57,Mark Haberlin,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box,0.36,1/10/2009
4451,31715,1/9/2009,Not Specified,44,145.19,0.05,Regular Air,-116.87,3.28,3.97,Mark Haberlin,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,1/9/2009
4509,32099,5/5/2010,Not Specified,41,506.73,0.08,Regular Air,25.58,12.28,6.47,Emily Burns,British Columbia,West,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,0.38,5/5/2010
4513,32129,7/2/2011,Critical,20,129.27,0.07,Regular Air,-105.15,6.48,8.74,Dave Kipp,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 1984,Small Box,0.36,7/3/2011
4514,32129,7/2/2011,Critical,4,8467.68,0.01,Delivery Truck,-3669.05,2036.48,14.7,Dave Kipp,British Columbia,West,Consumer,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55,7/4/2011
4536,32291,11/5/2009,Medium,13,183.22,0.01,Regular Air,-100.89,12.99,14.37,Doug O'Connell,British Columbia,West,Small Business,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box,0.73,11/5/2009
4537,32291,11/5/2009,Medium,4,68.03,0.02,Regular Air,-29.42,15.14,4.53,Doug O'Connell,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,11/6/2009
4622,32902,3/3/2012,High,23,1638.67,0.05,Delivery Truck,-527.83,68.81,60,Corey Lock,British Columbia,West,Home Office,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,3/5/2012
4623,32902,3/3/2012,High,8,64.1,0.03,Regular Air,-48.28,6.84,8.37,Corey Lock,British Columbia,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,3/5/2012
4629,32932,1/9/2010,Low,49,29884.6,0.05,Regular Air,12748.86,599.99,24.49,Karen Carlisle,British Columbia,West,Corporate,Technology,Copiers and Fax,Canon Image Class D660 Copier,Large Box,0.44,1/13/2010
4648,33095,2/15/2009,Not Specified,30,4846.74,0.01,Regular Air,1689.93,159.99,5.5,Mick Brown,British Columbia,West,Consumer,Technology,Computer Peripherals,Gyration RF Keyboard,Small Box,0.49,2/17/2009
4649,33095,2/15/2009,Not Specified,34,2548.3,0.1,Regular Air,875.57,78.69,19.99,Mick Brown,British Columbia,West,Consumer,Furniture,Office Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Small Box,0.43,2/16/2009
4652,33126,11/12/2011,Critical,46,5979.84,0.01,Express Air,1779.01,128.24,12.65,Deborah Brumfield,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,,11/13/2011
4653,33126,11/12/2011,Critical,28,175.76,0.06,Regular Air,80.36,6.3,0.5,Deborah Brumfield,British Columbia,West,Small Business,Office Supplies,Labels,Avery 51,Small Box,0.39,11/14/2011
4669,33222,6/19/2012,Medium,18,420.76,0.05,Regular Air,-56.21,22.38,15.1,Nicole Brennan,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,6/21/2012
4670,33222,6/19/2012,Medium,30,1676.46,0.1,Delivery Truck,-626.08,60.98,30,Nicole Brennan,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum,0.7,6/20/2012
4671,33222,6/19/2012,Medium,48,145.66,0.02,Regular Air,28.89,2.88,0.7,Nicole Brennan,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,6/21/2012
4681,33317,5/11/2009,High,35,203.35,0.08,Regular Air,-1605.73,4.48,49,Jay Fine,British Columbia,West,Consumer,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,5/13/2009
4682,33317,5/11/2009,High,18,44.52,0.03,Regular Air,-90.59,2.16,6.05,Jay Fine,British Columbia,West,Consumer,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,5/12/2009
4683,33317,5/11/2009,High,5,58.9,0.03,Regular Air,-36.9,9.71,9.45,Jay Fine,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,5/11/2009
4684,33317,5/11/2009,High,13,602.4205,0.09,Regular Air,10.98,55.99,1.25,Jay Fine,British Columbia,West,Consumer,Technology,Telephones and Communication,Accessory2,Small Pack,0.55,5/13/2009
4693,33445,8/2/2012,Low,18,1776.96,0.07,Delivery Truck,-197.06,100.98,35.84,Juliana Krohn,British Columbia,West,Small Business,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,8/7/2012
4694,33445,8/2/2012,Low,49,3642.14,0.01,Delivery Truck,103.11,70.98,26.74,Juliana Krohn,British Columbia,West,Small Business,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,8/7/2012
4695,33445,8/2/2012,Low,16,2982.5,0.05,Regular Air,-589.58,182.55,69,Juliana Krohn,British Columbia,West,Small Business,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",Large Box,0.72,8/4/2012
4719,33604,8/18/2011,High,10,59.62,0.04,Regular Air,-56.3,5.4,7.78,Yana Sorensen,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,8/20/2011
4731,33696,5/7/2009,High,2,57.73,0.06,Regular Air,-101.41,27.48,4,Bradley Drucker,British Columbia,West,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,5/9/2009
4737,33702,9/2/2012,Not Specified,14,56.26,0,Express Air,28.11,2.89,0.5,Adam Hart,British Columbia,West,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,9/3/2012
4778,33923,1/7/2009,Low,34,1961.7915,0.05,Regular Air,425.75,65.99,5.99,Benjamin Venier,British Columbia,West,Small Business,Technology,Telephones and Communication,i1000,Small Box,0.58,1/11/2009
4779,33924,10/18/2012,Not Specified,12,6168.07,0.05,Delivery Truck,1542,500.98,28.14,Ivan Liston,British Columbia,West,Consumer,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,10/20/2012
4786,33987,10/25/2011,High,27,1521.1345,0.07,Regular Air,270.6,65.99,3.99,Sara Luxemburg,British Columbia,West,Small Business,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,10/26/2011
4814,34243,2/11/2011,High,10,89.04,0.08,Regular Air,-16.49,8.75,8.54,Tom Ashbrook,British Columbia,West,Home Office,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack,0.43,2/13/2011
4815,34243,2/11/2011,High,40,297.34,0.04,Express Air,-270.96,7.28,11.15,Tom Ashbrook,British Columbia,West,Home Office,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,2/12/2011
4816,34243,2/11/2011,High,35,1264.13,0.02,Regular Air,-1087.36,35.48,35,Tom Ashbrook,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Belkin OmniView SE Rackmount Kit,Large Box,0.85,2/13/2011
4825,34279,3/28/2012,Not Specified,3,840.552,0.1,Delivery Truck,7.55,349.45,60,Joni Wasserman,British Columbia,West,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,3/30/2012
4837,34406,9/28/2012,Medium,29,142.59,0.02,Regular Air,-3.23,4.71,0.7,Eric Murdock,British Columbia,West,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,9/29/2012
4861,34597,12/16/2010,Medium,8,849.337,0.07,Express Air,-258.85,125.99,2.5,Brad Thomas,British Columbia,West,Home Office,Technology,Telephones and Communication,V2397,Small Box,0.58,12/18/2010
4914,34980,8/2/2010,Not Specified,7,140.77,0.01,Regular Air,100.77,18.65,3.77,Victoria Pisteka,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,8/4/2010
4915,34980,8/2/2010,Not Specified,25,848.19,0.06,Express Air,120.02,34.76,5.49,Victoria Pisteka,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,8/4/2010
4916,34980,8/2/2010,Not Specified,12,562.15,0.01,Regular Air,148.34,46.89,5.1,Victoria Pisteka,British Columbia,West,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,8/4/2010
4968,35361,4/6/2009,Medium,40,746.93,0.09,Express Air,67.03,18.97,9.03,Corey Lock,British Columbia,West,Home Office,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,4/7/2009
4969,35361,4/6/2009,Medium,37,313.4,0,Regular Air,-5.05,8.34,4.82,Corey Lock,British Columbia,West,Home Office,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4,4/7/2009
4998,35587,11/10/2011,Critical,43,208.77,0.03,Regular Air,-144.24,4.82,5.72,Barry Pond,British Columbia,West,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,11/11/2011
5014,35780,1/17/2011,Medium,6,28.55,0.01,Regular Air,-4.5,4.28,1.6,Chris McAfee,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 320,Wrap Bag,0.58,1/19/2011
5024,35814,3/27/2012,High,11,324.52,0.08,Regular Air,154.02,29.18,8.55,Karen Carlisle,British Columbia,West,Home Office,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,3/28/2012
5044,35938,11/17/2012,Not Specified,6,1770.7,0.05,Delivery Truck,-448.25,280.98,57,Bart Folk,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,11/19/2012
5045,35938,11/17/2012,Not Specified,48,628.33,0.09,Regular Air,-226.62,14.03,9.37,Bart Folk,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Project Tote Personal File,Small Box,0.56,11/18/2012
5047,35968,3/3/2012,Not Specified,21,141.2,0.05,Regular Air,-74.44,6.23,6.97,Barry Weirich,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements,Small Box,0.36,3/5/2012
5053,36033,12/19/2009,Not Specified,15,83.02,0.06,Express Air,-54.01,4.98,4.62,Michael Stewart,British Columbia,West,Small Business,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,12/19/2009
5057,36067,7/4/2009,High,37,6176.29,0.04,Express Air,1499.94,165.2,19.99,Dave Poirier,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Economy Rollaway Files,Small Box,0.59,7/6/2009
5071,36131,5/17/2009,High,26,493.43,0.07,Regular Air,120.18,19.84,4.1,Aleksandra Gannaway,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,5/18/2009
5076,36160,11/22/2012,Low,12,2218.891,0,Express Air,79.54,205.99,8.99,Bryan Spruell,British Columbia,West,Home Office,Technology,Telephones and Communication,TimeportP7382,Small Box,0.56,11/29/2012
5079,36196,8/6/2011,Not Specified,7,39.01,0.07,Regular Air,-38.44,4.98,4.32,Christy Brittain,British Columbia,West,Consumer,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack,0.64,8/8/2011
5101,36356,12/25/2011,Medium,45,4768.59,0.01,Delivery Truck,-593.8,100.98,45,Christy Brittain,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs,Jumbo Drum,0.69,12/27/2011
5102,36356,12/25/2011,Medium,33,117.77,0.08,Regular Air,47.98,3.75,0.5,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,12/27/2011
5140,36647,6/30/2009,High,21,179.98,0.01,Regular Air,38.7,7.89,2.82,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Rubber Bands,"Staples Vinyl Coated Paper Clips, 800/Box",Wrap Bag,0.4,7/1/2009
5141,36647,6/30/2009,High,16,55.44,0.09,Regular Air,-21.91,3.68,1.32,Christy Brittain,British Columbia,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,7/1/2009
5142,36647,6/30/2009,High,18,174.62,0.1,Regular Air,-119.77,9.71,9.45,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,7/3/2009
5159,36737,3/15/2010,Not Specified,10,999.89,0.02,Regular Air,-119.92,99.99,19.99,Harold Dahlen,British Columbia,West,Consumer,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,3/16/2010
5160,36737,3/15/2010,Not Specified,10,35.69,0.04,Regular Air,-31.24,3.28,4.2,Harold Dahlen,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag,0.56,3/16/2010
5177,36832,6/1/2012,Low,43,532.89,0.09,Regular Air,210.53,12.97,1.49,Bobby Trafton,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,6/8/2012
5178,36832,6/1/2012,Low,24,60.69,0.06,Express Air,-25.65,2.12,1.99,Bobby Trafton,British Columbia,West,Small Business,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Small Pack,0.55,6/6/2012
5184,36836,2/26/2010,Medium,43,16116.33,0.08,Regular Air,6919.87,387.99,19.99,Karen Carlisle,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,3/1/2010
5188,36867,9/5/2009,High,21,5482.18,0.06,Express Air,1167.38,276.2,24.49,Speros Goranitis,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,,9/7/2009
5189,36867,9/5/2009,High,16,45.57,0.09,Regular Air,2.81,2.88,0.7,Speros Goranitis,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,9/7/2009
5231,37250,1/14/2010,High,13,473.46,0.03,Regular Air,128.11,35.94,6.66,Grant Thornton,British Columbia,West,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,1/15/2010
5266,37473,10/1/2009,Low,42,88.23,0.1,Regular Air,-195.93,2.18,5,Tom Prescott,British Columbia,West,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,10/5/2009
5268,37505,6/3/2011,Low,1,29.19,0.03,Regular Air,-23.1,16.98,12.39,Bryan Spruell,British Columbia,West,Home Office,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,6/5/2011
5269,37505,6/3/2011,Low,9,2007.24,0.03,Express Air,600.4,225.04,11.79,Bryan Spruell,British Columbia,West,Home Office,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Medium Box,0.42,6/5/2011
5270,37505,6/3/2011,Low,42,384.41,0.05,Regular Air,-44.3,9.49,5.76,Bryan Spruell,British Columbia,West,Home Office,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39,6/8/2011
5272,37537,1/2/2009,Low,4,1239.06,0,Delivery Truck,-193.08,291.73,48.8,Alan Schoenberger,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Jumbo Drum,0.56,1/2/2009
5273,37537,1/2/2009,Low,43,4083.19,0.07,Delivery Truck,-1049.85,100.98,45,Alan Schoenberger,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon Valutask™ Swivel Chairs,Jumbo Drum,0.69,1/4/2009
5274,37537,1/2/2009,Low,32,4902.38,0.05,Regular Air,1438.49,155.06,7.07,Alan Schoenberger,British Columbia,West,Corporate,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,1/9/2009
5283,37606,2/22/2010,Critical,1,19.96,0.05,Express Air,3.25,4.98,4.86,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 190,Small Box,0.38,2/23/2010
5284,37606,2/22/2010,Critical,41,148.99,0.03,Regular Air,-115.48,3.57,4.17,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Barrel Sharpener,Small Pack,0.59,2/24/2010
5285,37606,2/22/2010,Critical,21,70.66,0.06,Regular Air,-57.84,3.28,3.97,Patrick Bzostek,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2/24/2010
5289,37668,1/8/2010,Low,33,478.27,0.01,Regular Air,-4.85,13.99,7.51,Victoria Pisteka,British Columbia,West,Corporate,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,1/8/2010
5322,37830,8/16/2009,Not Specified,39,977.92,0.05,Express Air,148.89,25.99,5.37,Tamara Willingham,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,"BOSTON® Ranger® #55 Pencil Sharpener, Black",Small Box,0.56,8/18/2009
5343,37957,11/5/2010,Not Specified,31,229.26,0,Regular Air,-37.2,6.81,5.48,Bobby Trafton,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,11/6/2010
5404,38406,12/2/2010,Medium,12,754.94,0.01,Delivery Truck,-226.24,58.14,36.61,Denny Ordway,British Columbia,West,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,12/3/2010
5431,38594,12/1/2009,Medium,26,1011.9,0.07,Regular Air,247.94,39.48,1.99,Roland Fjeld,British Columbia,West,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,12/2/2009
5444,38657,5/28/2010,Not Specified,38,1279.25,0.01,Regular Air,569.3,31.78,1.99,Elizabeth Moffitt,British Columbia,West,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,5/29/2010
5466,38850,4/29/2010,Medium,34,12570.74,0.02,Delivery Truck,-4560.43,348.21,40.19,Corey Lock,British Columbia,West,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,5/1/2010
5479,38913,9/6/2009,Not Specified,7,230.29,0.03,Regular Air,-4.3,31.74,12.62,David Kendrick,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,9/6/2009
5488,38948,6/5/2011,Not Specified,9,1394.28,0.03,Regular Air,197.16,155.06,7.07,Julia Barnett,British Columbia,West,Home Office,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,6/6/2011
5489,38948,6/5/2011,Not Specified,44,6862.237,0.05,Express Air,1839.2,179.99,13.99,Julia Barnett,British Columbia,West,Home Office,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,6/6/2011
5505,39041,10/26/2011,Critical,47,418.03,0,Express Air,-158.58,8.09,7.96,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box,0.49,10/26/2011
5506,39041,10/26/2011,Critical,23,336.86,0.06,Regular Air,36.32,14.2,5.3,Adam Hart,British Columbia,West,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,10/28/2011
5519,39136,6/24/2009,High,49,2693.514,0.02,Regular Air,662.05,65.99,3.99,Shirley Jackson,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,6/26/2009
5535,39232,7/12/2011,Low,11,391.9,0.1,Regular Air,-47.01,35.44,19.99,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1880,Small Box,0.38,7/14/2011
5536,39232,7/12/2011,Low,26,1451.59,0.06,Regular Air,435.11,55.48,14.3,Adam Hart,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 194,Small Box,0.37,7/17/2011
5586,39617,12/17/2011,Not Specified,33,1283.68,0.08,Regular Air,202.47,39.98,9.2,Bradley Drucker,British Columbia,West,Small Business,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,12/19/2011
5587,39617,12/17/2011,Not Specified,28,169.46,0.02,Regular Air,34.24,5.84,1.2,Bradley Drucker,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,12/19/2011
5589,39649,10/19/2009,High,10,1351.653,0.01,Express Air,-202.85,155.99,8.99,Karen Carlisle,British Columbia,West,Corporate,Technology,Telephones and Communication,CF 688,Small Box,0.58,10/20/2009
5590,39649,10/19/2009,High,9,63,0.01,Regular Air,-17.48,5.98,5.46,Karen Carlisle,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1983,Small Box,0.36,10/21/2009
5595,39654,9/30/2012,Medium,39,856.15,0.03,Express Air,330.03,21.38,2.99,Grant Thornton,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box,0.37,10/1/2012
5618,39808,9/2/2012,Low,50,2026.42,0.03,Regular Air,655.36,39.98,9.83,Brendan Murry,British Columbia,West,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,9/9/2012
5619,39808,9/2/2012,Low,31,3413.4555,0.03,Regular Air,868.47,125.99,2.5,Brendan Murry,British Columbia,West,Corporate,Technology,Telephones and Communication,i2000,Small Box,0.6,9/6/2012
5623,39841,1/1/2010,Medium,43,294.13,0.01,Regular Air,-123.07,6.68,6.92,Benjamin Venier,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1898,Small Box,0.37,1/3/2010
5630,39847,4/4/2010,Not Specified,29,125.41,0.08,Regular Air,-127.01,4.38,6.21,Jennifer Patt,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Acco 3-Hole Punch,Small Box,0.37,4/5/2010
5631,39847,4/4/2010,Not Specified,49,3170.52,0.08,Regular Air,379.11,64.98,6.88,Jennifer Patt,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,4/5/2010
5632,39847,4/4/2010,Not Specified,20,2488.477,0.08,Regular Air,142.55,155.99,8.99,Jennifer Patt,British Columbia,West,Home Office,Technology,Telephones and Communication,CF 688,Small Box,0.58,4/6/2010
5641,39907,8/29/2010,Low,12,378.84,0.05,Regular Air,-99.38,30.73,4,Jennifer Patt,British Columbia,West,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,9/7/2010
5663,40068,4/20/2010,Low,1,200.38,0.02,Delivery Truck,-90.41,160.98,30,Jennifer Patt,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,4/22/2010
5664,40068,4/20/2010,Low,2,128.52,0.1,Regular Air,-110.07,64.98,6.88,Jennifer Patt,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73,4/24/2010
5665,40068,4/20/2010,Low,24,6717.784,0,Delivery Truck,1903.1,348.21,40.19,Jennifer Patt,British Columbia,West,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,4/20/2010
